,GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
46430,501,78KEN,46432,1997-08-19,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Civilians (International),7,37,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,The Australian,Waves of gangs kill 30 in a Mombasa tourist market.,30,,,,,,,,,,,
46431,501,79KEN,46433,1997-08-20,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,Reuters News,Coastal vigilante villagers lynch two men because they believed they planned to cause violence.,0,,,,,,,,,,,
46432,501,80KEN,46434,1997-08-20,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,South China Morning Post,"Raiders attacked and burned more than 300 souvenir stalls, injuring several people.",0,,,,,,,,,,,
46433,501,81KEN,46435,1997-08-22,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Mombasa,Likoni,Timbwani,Likoni,-4.08394,39.66161,1,Reuters News,Gunmen kill two civilians and shoot a policeman in a church.,2,,,,,,,,,,,
46434,501,82KEN,46436,1997-08-24,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Mombasa,Likoni,Timbwani,Likoni,-4.08394,39.66161,1,Reuters News,A bar owner was shot dead when gangsters raided his business. Two patrons were injured.,1,,,,,,,,,,,
46435,501,83KEN,46437,1997-08-24,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Mombasa,Likoni,Timbwani,Likoni,-4.08394,39.66161,1,Reuters News,A man was attacked then shot by gangsters in his home.,1,,,,,,,,,,,
46436,501,84KEN,46438,1997-09-06,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Mombasa,Likoni,Timbwani,Likoni,-4.08394,39.66161,1,Reuters News,Unidentified raiders hacked to death six in a Mombasa suburb restaurant.,6,,,,,,,,,,,
46437,501,85KEN,46439,1997-09-11,1997,1,Battle-No change of territory,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Kwale,Msambweni,Gombato Bongwe,Diani,-4.279213,39.594306,1,The Times (UK),"Raiders attack a police station, police retaliate killing two.",2,,,,,,,,,,,
46438,501,86KEN,46440,1997-09-11,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (International),Civilians (Kenya),7,37,Kenya,Kwale,Msambweni,Gombato Bongwe,Ukunda,-4.2875,39.566111,1,The Times (UK),"Armed raiders attack British tourists on a bus, causing them to flee. A Kenyan was killed in the attack",1,,,,,,,,,,,
46439,501,87KEN,46441,1997-09-11,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Civilians (International),7,37,Kenya,Kwale,Msambweni,Gombato Bongwe,Ukunda,-4.2875,39.566111,1,The Times (UK),Raiders attack shops and curio stalls in a resort area.,0,,,,,,,,,,,
46440,501,88KEN,46442,1997-09-12,1997,1,Battle-No change of territory,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,Dow Jones International News,Police hunt down and kill eight men accused of killing five in a previous attack.,8,,,,,,,,,,,
46441,501,89KEN,46443,1997-09-12,1997,1,Battle-No change of territory,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,Reuters News,Police shoot dead a unidentified gunman in a Mombasa suburb.,1,,,,,,,,,,,
46442,501,90KEN,46444,1997-09-12,1997,1,Battle-No change of territory,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Kwale,Msambweni,Gombato Bongwe,Ukunda,-4.2875,39.566111,1,Reuters News,Police shoot dead a unidentified gunman in a Mombasa suburb.,1,,,,,,,,,,,
46443,501,91KEN,46445,1997-09-13,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (International),,7,37,Kenya,West Pokot,Kapenguria,Lokori/Kochodin,Masai Mara Reserve,1.27,35.03,2,Reuters News,Assailants armed with clubs and a firearm beat and robbed a group of German campers on the grounds of a gaming reserve.,0,,,,,,,,,,,
46444,501,92KEN,46446,1997-09-19,1997,1,Battle-No change of territory,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Garissa,Garissa Township,Iftin,Garissa,-0.453568,39.646096,1,Reuters News,"Bandits kill a police chief and four other officers in an ambush, hacking their bodies with machetes.",5,,,,,,,,,,,
46445,501,93KEN,46447,1997-09-19,1997,1,Violence against civilians,Unidentified Armed Group (Uganda),,3,Civilians (Kenya),,7,37,Kenya,Turkana,Turkana Central,Kanamkemer,Lodwar,3.11911,35.59727,3,BBC Monitoring Service: Africa (25/09/1997),Raid in Turkana District - Kenyan government demanded compensation from Uganda (details of the attack not specified),10,,,,,,,,,,,
46446,501,94KEN,46448,1997-09-20,1997,2,Battle-No change of territory,Pokot Ethnic Militia (Kenya),,4,Police Forces of Kenya (1978-2002),,1,14,Kenya,Nakuru,Nakuru Town East,Kivumbini,Nakuru,-0.3,36.0833,3,Dow Jones International News,"Police defend Turkana cattle rearers, killing nine of their Pokot attackers. These events occurred over the course of a weekend.",9,,,,,,,,,,,
46447,501,95KEN,46449,1997-09-20,1997,1,Violence against civilians,Unidentified Armed Group (Uganda),,3,Civilians (Kenya),,7,37,Kenya,Turkana,Turkana Central,Kanamkemer,Lodwar,3.11911,35.59727,3,BBC Monitoring Service: Africa (25/09/1997),Raid in Turkana District - Kenyan government demanded compensation from Uganda (details of the attack not specified) - 21 killed and 16 injured,11,,,,,,,,,,,
46448,501,96KEN,46450,1997-09-20,1997,2,Violence against civilians,Pokot Ethnic Militia (Uganda),,4,Civilians (Kenya),Turkana Ethnic Group (Kenya),7,47,Kenya,Nakuru,Nakuru Town East,Kivumbini,Nakuru,-0.3,36.0833,3,Dow Jones International News,31 Turkana nomads were killed and their cattle stolen in an attack by Ugandan Pokot raiders. Police retaliate and kill nine of the attackers. These events occurred over the course of a weekend.,31,,,,,,,,,,,
46449,501,97KEN,46451,1997-09-26,1997,1,Battle-No change of territory,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Garissa,Garissa Township,Iftin,Garissa,-0.453568,39.646096,1,BBC Monitoring Service: Africa,Armed bandits shoot and kill nine police in a gun battle.,9,,,,,,,,,,,
46450,501,98KEN,46452,1997-09-26,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Garissa,Garissa Township,Iftin,Garissa,-0.453568,39.646096,1,BBC Monitoring Service: Africa,Three civilians bystanders are killed during a gun battle between police and a armed group.,3,,,,,,,,,,,
46451,501,99KEN,46453,1997-09-27,1997,2,Riots/Protests,Rioters (Kenya),,5,,,0,50,Kenya,Garissa,Garissa Township,Iftin,Garissa,-0.453568,39.646096,1,Reuters News,"Hundreds of residents rioted in protest of increasing bandits attacks. Cars were burned, shops were looted and a large building fell victim to an arson attack.",9,,,,,,,,,,,
46452,501,100KEN,46454,1997-10-02,1997,1,Battle-No change of territory,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Migori,Suna West,Ragana-Oruba,Migori,-1.0667,34.4667,1,BBC Monitoring Service: Africa,Cattle thieves shoot two police dead as they fled them.,2,,,,,,,,,,,
46453,501,101KEN,46455,1997-10-02,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Kisumu,Nyando,Kobura,Rabour,-0.15,34.8,1,BBC Monitoring Service: Africa,Cattle thieves steal cattle from their owners.,0,,,,,,,,,,,
46454,501,102KEN,46456,1997-10-10,1997,1,Riots/Protests,Protesters (Kenya),NARC: National Rainbow Coalition,6,,,0,60,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Dow Jones International News,Opposition supporters protest in a Nairobi Park.,0,,,,,,,,,,,
46455,501,103KEN,46457,1997-10-10,1997,1,Battle-No change of territory,NARC: National Rainbow Coalition,,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Dow Jones International News,Riot police fired tear gas into a opposition rally gathering in order to disperse them.,0,,,,,,,,,,,
46456,501,104KEN,46458,1997-10-11,1997,1,Riots/Protests,Rioters (Kenya),,5,Police Forces of Kenya (1978-2002),,1,15,Kenya,Kakamega,Ikolomani,Idakho South,Eregi,0.15,34.7,1,BBC Monitoring Service: Africa,A police officer was killed by a mob as he tried to arrest a suspect.,1,,,,,,,,,,,
46457,501,105KEN,46459,1997-10-15,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Nairobi,Kibra,Lindi,Kibera,-1.311658,36.789134,1,BBC Monitoring Service: Africa,Raiders killed four civilians in a Nairobi slum.,4,,,,,,,,,,,
46458,501,106KEN,46460,1997-10-19,1997,1,Violence against civilians,Police Forces of Kenya (1978-2002),,1,Civilians (Kenya),NARC: National Rainbow Coalition,7,17,Kenya,Laikipia,Laikipia West,Igwamiti,Nyahururu,0.0333,36.3667,1,The Australian,Police disperse a gathering of pro-democracy supporters with whips and clubs. Protesters respond by hurling stones at the police.,0,,,,,,,,,,,
46459,501,107KEN,46461,1997-10-20,1997,2,Battle-No change of territory,Luo Ethnic Militia (Kenya),Maasai Ethnic Militia (Kenya),4,Kisii Ethnic Militia (Kenya),,4,44,Kenya,Migori,Suna West,Ragana-Oruba,Migori,-1.0667,34.4667,1,Xinhua,8 killed in a border/land dispute between Luo / Maasai and Kisii militia groups.,8,,,,,,,,,,,
46460,501,108KEN,46462,1997-10-21,1997,1,Battle-No change of territory,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Kisumu,Kisumu Central,Market Milimani,Kisumu,-0.1,34.75,1,Reuters News,A politician from the National Development Party was shot and killed during a gun battle between coffee smugglers and police.,1,,,,,,,,,,,
46461,501,109KEN,46463,1997-10-21,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Kisumu,Kisumu Central,Market Milimani,Kisumu,-0.1,34.75,1,Reuters News,A politician from the National Development Party was shot and killed during a gun battle between coffee smugglers and police.,0,,,,,,,,,,,
46462,501,110KEN,46464,1997-10-29,1997,1,Strategic development,Government of Sudan (1989-),,8,SPLA/M: Sudanese Peoples Liberation Army/Movement,,2,28,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Agence France Presse,Peace talks begin between SPLA/M and Government of Sudan.,0,,,,,,,,,,,
46463,501,111KEN,46465,1997-10-30,1997,1,Riots/Protests,Rioters (Kenya),,5,,,0,50,Kenya,Uasin Gishu,Ainabkoi,Kapsoya,Eldoret,0.516667,35.283333,2,The Nation,"Farmers riot against the importation of wheat. They blocked roads with tractors, cars and stones.",0,,,,,,,,,,,
46464,501,112KEN,46466,1997-10-30,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Garissa,Garissa Township,Iftin,Garissa,-0.453568,39.646096,2,BBC Monitoring Service: Africa,Bandits kill three at Hagardera refugee camp in the northeast (Garissa District).,3,,,,,,,,,,,
46465,501,113KEN,46467,1997-10-31,1997,1,Riots/Protests,Rioters (Kenya),,5,,,0,50,Kenya,Uasin Gishu,Ainabkoi,Kapsoya,Eldoret,0.516667,35.283333,2,KBC Radio,"Farmers riot for second day against the importation of wheat and wheat prices. They blocked roads with tractors, cars and stones.",0,,,,,,,,,,,
46466,501,114KEN,46468,1997-10-31,1997,2,Battle-No change of territory,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (1978-2002),,1,13,Kenya,Kwale,Matuga,Tsimba Golini,Kwale,-4.17375,39.45206,2,Reuters News,Police shoot and kill five suspected gangsters in a district south of Mombasa.,5,,,,,,,,,,,
46467,501,115KEN,46469,1997-10-31,1997,1,Battle-No change of territory,Maasai Ethnic Militia (Kenya),,4,Kisii Ethnic Militia (Kenya),,4,44,Kenya,Migori,Suna West,Ragana-Oruba,Nyanza,-1.06667,34.46667,2,Reuters News,Five killed in a land battle between opposing tribes. 6,5,,,,,,,,,,,
46468,501,116KEN,46470,1997-11-20,1997,1,Riots/Protests,Protesters (Kenya),,6,Police Forces of Kenya (1978-2002),,1,16,Kenya,Narok,Kilgoris,Shankoe,Kilgoris,-1.0077,34.88062,1,The Nation,"Women protest, calling for the release of Maasai members arrested in clashes between Maasai and Kisii militia. Police used tear gas.",0,,,,,,,,,,,
46469,501,117KEN,46471,1997-11-20,1997,1,Battle-No change of territory,Kisii Ethnic Militia (Kenya),,4,Maasai Ethnic Militia (Kenya),,4,44,Kenya,Narok,Kilgoris,Shankoe,Kilgoris,-1.0077,34.88062,1,Agence France Presse; Associated Press International; The Nation,"Clashes between Kisii and Maasai tribes after policeman killed a Maasaii man earlier in the day. Maasai tribesmen use machetes and knives, killing 10. Another 2 Kisii were killed later in the day at Olemtongit Hill in Trans Mara District (coordinates unavailable, Trans Mara capital Kilgoris used).",12,,,,,,,,,,,
46470,501,118KEN,46472,1997-11-20,1997,1,Battle-No change of territory,Kisii Ethnic Militia (Kenya),,4,Maasai Ethnic Militia (Kenya),,4,44,Kenya,Narok,Kilgoris,Kilgoris Central,Nyangusu,-0.930182,34.850812,1,Xinhua; The Nation,"Clashes between Kisii and Maasaii in Nyangusu. Kisii militia use bow and arrows in retaliation for clashes earlier in the day in Kilgoris. 2 killed, others seriosuly injured.",2,,,,,,,,,,,
46471,501,119KEN,46473,1997-11-20,1997,1,Violence against civilians,Police Forces of Kenya (1978-2002),,1,Civilians (Kenya),Maasai Ethnic Group (Kenya),7,17,Kenya,Narok,Kilgoris,Shankoe,Kilgoris,-1.0077,34.88062,1,The Nation,Policeman kills a member of the Maasai tribe.,1,,,,,,,,,,,
46472,501,120KEN,46474,1997-11-22,1997,1,Violence against civilians,Rioters (Kenya),,5,Civilians (Kenya),NDP: National Development Party,7,57,Kenya,Narok,Kilgoris,Shankoe,Kilgoris,-1.0077,34.88062,1,KTN TV,"NDP presidential candidate Odinga injured when rioters stoned his motorcade in Kilgoris. Odinga sustained cuts on his face, his bodygiard was taken to the hospital in serious condition.",0,,,,,,,,,,,
46473,501,121KEN,46475,1997-11-23,1997,1,Riots/Protests,Rioters (Kenya),KANU: Kenya African National Union,5,,,0,50,Kenya,Kitui,Kitui Central,Township,Kitui,-1.36667,38.01667,1,The Nation,Rioters threw stones at a convoy of KANU member Nyenze in Kanyangi area.,0,,,,,,,,,,,
46474,501,122KEN,46476,1997-11-23,1997,1,Strategic development,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),KANU: Kenya African National Union,7,37,Kenya,Kakamega,Lurambi,Sheywe,Kakamega,0.2833,34.75,1,The Nation,Youth throw a petrol bomb at the car of KANU parlimentary candidate in Kakamega. No injures.,0,,,,,,,,,,,
46475,501,123KEN,46477,1997-11-24,1997,1,Violence against civilians,KANU: Kenya African National Union,,3,Civilians (Kenya),KANU: Kenya African National Union,7,37,Kenya,Kakamega,Lurambi,Mahiakalo,Lurambi,0.3,34.766667,1,The Nation,"6 KANU supporters attacked and seriously injured in their homes by youth with whips, clubs and simis.",0,,,,,,,,,,,
46476,501,124KEN,46478,1997-11-24,1997,2,Strategic development,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),KANU: Kenya African National Union,7,37,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,KBC TV,Youths throw petrol bombs at Moi Avenue Primary School before KANU party elections. No injuries reported.,0,,,,,,,,,,,
46477,501,125KEN,46479,1997-11-24,1997,1,Violence against civilians,Rioters (Kenya),KANU: Kenya African National Union,5,Civilians (Kenya),KANU: Kenya African National Union,7,57,Kenya,Kitui,Kitui Central,Township,Kitui,-1.36667,38.01667,1,The Nation,"Rioters attack a convoy of cabinet minister Nyiva Mwendwa during a campaign trail in Kitui, then beat a Mwendwa supporter. One man critically injured.",0,,,,,,,,,,,
46478,501,126KEN,46480,1997-11-25,1997,1,Violence against civilians,KANU: Kenya African National Union,,3,Civilians (Kenya),,7,37,Kenya,Siaya,Alego Usonga,Siaya Township,Siaya,0.06,34.2861,1,The Nation,KANU supporters in Siaya injure a man they accused of hoarding civic nomination papers.,0,,,,,,,,,,,
46479,501,127KEN,46481,1997-11-25,1997,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,The Nation,Unknown man slashed a man with a panga during a rally of former Kenyan envoy to Saudi Arabia.,0,,,,,,,,,,,
46480,501,128KEN,46482,1997-11-27,1997,1,Riots/Protests,Rioters (Kenya),,5,,,0,50,Kenya,West Pokot,Kapenguria,Kapenguria,Kapenguria,1.23333,35.11667,1,The Nation,Rioters stoned the car of local government minister in Kapenguria.,0,,,,,,,,,,,
46481,501,129KEN,46483,1997-11-27,1997,1,Riots/Protests,Rioters (Kenya),KANU: Kenya African National Union,5,Rioters (Kenya),KANU: Kenya African National Union,5,55,Kenya,Kakamega,Lurambi,Sheywe,Kakamega,0.2833,34.75,1,The Nation,One man stabbed to death in Kakamega in fight between rival KANU supporters.,1,,,,,,,,,,,
46482,501,130KEN,46484,1997-11-27,1997,1,Riots/Protests,Rioters (Kenya),,5,Rioters (Kenya),,5,55,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,The Nation,10 taken to hospital after fighting between rioters at voting centers in Mombasa.,0,,,,,,,,,,,
46483,501,131KEN,46485,1997-11-29,1997,1,Riots/Protests,Rioters (Kenya),,5,,,0,50,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Agence France Presse,1000 Kenyatta National Hospital nurses go on strike for higher salaries. Barricaded the gates of Afya health house.,0,,,,,,,,,,,
46484,501,132KEN,46486,1997-11-29,1997,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Embu,Manyatta,Kirimari,Embu,-0.53333,37.45,1,Agence France Presse,Nurses go on strike for higher salaries.,0,,,,,,,,,,,
46485,501,133KEN,46487,1997-11-29,1997,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Kisii,Nyaribari Chache,Kisii Central,Kisii,-0.68333,34.766667,1,Agence France Presse,Nurses go on strike for higher salaries.,0,,,,,,,,,,,
46486,501,134KEN,46488,1997-11-29,1997,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Kisumu,Kisumu Central,Market Milimani,Kisumu,-0.1,34.75,1,Agence France Presse,Nurses go on strike for higher salaries.,0,,,,,,,,,,,
46487,501,135KEN,46489,1997-11-29,1997,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Meru,North Imenti,Municipality,Meru,0.05,37.65,1,Agence France Presse,Nurses go on strike for higher salaries.,0,,,,,,,,,,,
46488,501,136KEN,46490,1997-11-29,1997,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Nakuru,Naivasha,Lake View,Naivasha,-0.720236,36.428531,1,Agence France Presse,Nurses go on strike for higher salaries.,0,,,,,,,,,,,
46489,501,137KEN,46491,1997-11-29,1997,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Nakuru,Nakuru Town East,Kivumbini,Nakuru,-0.3,36.0833,1,Agence France Presse,Nurses go on strike for higher salaries.,0,,,,,,,,,,,
46490,501,138KEN,46492,1997-11-29,1997,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Nyeri,Nyeri Town,Rware,Nyeri,-0.41667,36.95,1,Agence France Presse,Nurses go on strike for higher salaries.,0,,,,,,,,,,,
