"","EVENT_DATE","YEAR","EVENT_TYPE","PERPRETATORS","VICTIMS","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","NOTES","FATALITIES"
"100","1997-10-02",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Migori","Suna West","Ragana-Oruba","Migori",-1.0667,34.4667,"BBC Monitoring Service: Africa","Cattle thieves shoot two police dead as they fled them.",2
"101","1997-10-02",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kisumu","Nyando","Kobura","Rabour",-0.15,34.8,"BBC Monitoring Service: Africa","Cattle thieves steal cattle from their owners.",0
"102","1997-10-10",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Dow Jones International News","Opposition supporters protest in a Nairobi Park.",0
"103","1997-10-10",1997,"Battle-No change of territory","NARC: National Rainbow Coalition","Police Forces of Kenya (1978-2002)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Dow Jones International News","Riot police fired tear gas into a opposition rally gathering in order to disperse them.",0
"104","1997-10-11",1997,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Kakamega","Ikolomani","Idakho South","Eregi",0.15,34.7,"BBC Monitoring Service: Africa","A police officer was killed by a mob as he tried to arrest a suspect.",1
"105","1997-10-15",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Kibra","Lindi","Kibera",-1.311658,36.789134,"BBC Monitoring Service: Africa","Raiders killed four civilians in a Nairobi slum.",4
"106","1997-10-19",1997,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (Kenya)","Kenya","Laikipia","Laikipia West","Igwamiti","Nyahururu",0.0333,36.3667,"The Australian","Police disperse a gathering of pro-democracy supporters with whips and clubs. Protesters respond by hurling stones at the police.",0
"107","1997-10-20",1997,"Battle-No change of territory","Luo Ethnic Militia (Kenya)","Kisii Ethnic Militia (Kenya)","Kenya","Migori","Suna West","Ragana-Oruba","Migori",-1.0667,34.4667,"Xinhua","8 killed in a border/land dispute between Luo / Maasai and Kisii militia groups.",8
"108","1997-10-21",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Reuters News","A politician from the National Development Party was shot and killed during a gun battle between coffee smugglers and police.",1
"109","1997-10-21",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Reuters News","A politician from the National Development Party was shot and killed during a gun battle between coffee smugglers and police.",0
"110","1997-10-29",1997,"Strategic development","Government of Sudan (1989-)","SPLA/M: Sudanese Peoples Liberation Army/Movement","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Agence France Presse","Peace talks begin between SPLA/M and Government of Sudan.",0
"111","1997-10-30",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Uasin Gishu","Ainabkoi","Kapsoya","Eldoret",0.516667,35.283333,"The Nation","Farmers riot against the importation of wheat. They blocked roads with tractors, cars and stones.",0
"112","1997-10-30",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Garissa","Garissa Township","Iftin","Garissa",-0.453568,39.646096,"BBC Monitoring Service: Africa","Bandits kill three at Hagardera refugee camp in the northeast (Garissa District).",3
"113","1997-10-31",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Uasin Gishu","Ainabkoi","Kapsoya","Eldoret",0.516667,35.283333,"KBC Radio","Farmers riot for second day against the importation of wheat and wheat prices. They blocked roads with tractors, cars and stones.",0
"114","1997-10-31",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Kwale","Matuga","Tsimba Golini","Kwale",-4.17375,39.45206,"Reuters News","Police shoot and kill five suspected gangsters in a district south of Mombasa.",5
"115","1997-10-31",1997,"Battle-No change of territory","Maasai Ethnic Militia (Kenya)","Kisii Ethnic Militia (Kenya)","Kenya","Migori","Suna West","Ragana-Oruba","Nyanza",-1.06667,34.46667,"Reuters News","Five killed in a land battle between opposing tribes. 6",5
"116","1997-11-20",1997,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Narok","Kilgoris","Shankoe","Kilgoris",-1.0077,34.88062,"The Nation","Women protest, calling for the release of Maasai members arrested in clashes between Maasai and Kisii militia. Police used tear gas.",0
"117","1997-11-20",1997,"Battle-No change of territory","Kisii Ethnic Militia (Kenya)","Maasai Ethnic Militia (Kenya)","Kenya","Narok","Kilgoris","Shankoe","Kilgoris",-1.0077,34.88062,"Agence France Presse; Associated Press International; The Nation","Clashes between Kisii and Maasai tribes after policeman killed a Maasaii man earlier in the day. Maasai tribesmen use machetes and knives, killing 10. Another 2 Kisii were killed later in the day at Olemtongit Hill in Trans Mara District (coordinates unavailable, Trans Mara capital Kilgoris used).",12
"118","1997-11-20",1997,"Battle-No change of territory","Kisii Ethnic Militia (Kenya)","Maasai Ethnic Militia (Kenya)","Kenya","Narok","Kilgoris","Kilgoris Central","Nyangusu",-0.930182,34.850812,"Xinhua; The Nation","Clashes between Kisii and Maasaii in Nyangusu. Kisii militia use bow and arrows in retaliation for clashes earlier in the day in Kilgoris. 2 killed, others seriosuly injured.",2
"119","1997-11-20",1997,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (Kenya)","Kenya","Narok","Kilgoris","Shankoe","Kilgoris",-1.0077,34.88062,"The Nation","Policeman kills a member of the Maasai tribe.",1
"120","1997-11-22",1997,"Violence against civilians","Rioters (Kenya)","Civilians (Kenya)","Kenya","Narok","Kilgoris","Shankoe","Kilgoris",-1.0077,34.88062,"KTN TV","NDP presidential candidate Odinga injured when rioters stoned his motorcade in Kilgoris. Odinga sustained cuts on his face, his bodygiard was taken to the hospital in serious condition.",0
"121","1997-11-23",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kitui","Kitui Central","Township","Kitui",-1.36667,38.01667,"The Nation","Rioters threw stones at a convoy of KANU member Nyenze in Kanyangi area.",0
"122","1997-11-23",1997,"Strategic development","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kakamega","Lurambi","Sheywe","Kakamega",0.2833,34.75,"The Nation","Youth throw a petrol bomb at the car of KANU parlimentary candidate in Kakamega. No injures.",0
"123","1997-11-24",1997,"Violence against civilians","KANU: Kenya African National Union","Civilians (Kenya)","Kenya","Kakamega","Lurambi","Mahiakalo","Lurambi",0.3,34.766667,"The Nation","6 KANU supporters attacked and seriously injured in their homes by youth with whips, clubs and simis.",0
"124","1997-11-24",1997,"Strategic development","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"KBC TV","Youths throw petrol bombs at Moi Avenue Primary School before KANU party elections. No injuries reported.",0
"125","1997-11-24",1997,"Violence against civilians","Rioters (Kenya)","Civilians (Kenya)","Kenya","Kitui","Kitui Central","Township","Kitui",-1.36667,38.01667,"The Nation","Rioters attack a convoy of cabinet minister Nyiva Mwendwa during a campaign trail in Kitui, then beat a Mwendwa supporter. One man critically injured.",0
"126","1997-11-25",1997,"Violence against civilians","KANU: Kenya African National Union","Civilians (Kenya)","Kenya","Siaya","Alego Usonga","Siaya Township","Siaya",0.06,34.2861,"The Nation","KANU supporters in Siaya injure a man they accused of hoarding civic nomination papers.",0
"127","1997-11-25",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Nation","Unknown man slashed a man with a panga during a rally of former Kenyan envoy to Saudi Arabia.",0
"128","1997-11-27",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","West Pokot","Kapenguria","Kapenguria","Kapenguria",1.23333,35.11667,"The Nation","Rioters stoned the car of local government minister in Kapenguria.",0
"129","1997-11-27",1997,"Riots/Protests","Rioters (Kenya)","Rioters (Kenya)","Kenya","Kakamega","Lurambi","Sheywe","Kakamega",0.2833,34.75,"The Nation","One man stabbed to death in Kakamega in fight between rival KANU supporters.",1
"130","1997-11-27",1997,"Riots/Protests","Rioters (Kenya)","Rioters (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Nation","10 taken to hospital after fighting between rioters at voting centers in Mombasa.",0
"131","1997-11-29",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Agence France Presse","1000 Kenyatta National Hospital nurses go on strike for higher salaries. Barricaded the gates of Afya health house.",0
"132","1997-11-29",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Embu","Manyatta","Kirimari","Embu",-0.53333,37.45,"Agence France Presse","Nurses go on strike for higher salaries.",0
"133","1997-11-29",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kisii","Nyaribari Chache","Kisii Central","Kisii",-0.68333,34.766667,"Agence France Presse","Nurses go on strike for higher salaries.",0
"134","1997-11-29",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Agence France Presse","Nurses go on strike for higher salaries.",0
"135","1997-11-29",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Meru","North Imenti","Municipality","Meru",0.05,37.65,"Agence France Presse","Nurses go on strike for higher salaries.",0
"136","1997-11-29",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nakuru","Naivasha","Lake View","Naivasha",-0.720236,36.428531,"Agence France Presse","Nurses go on strike for higher salaries.",0
"137","1997-11-29",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"Agence France Presse","Nurses go on strike for higher salaries.",0
"138","1997-11-29",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nyeri","Nyeri Town","Rware","Nyeri",-0.41667,36.95,"Agence France Presse","Nurses go on strike for higher salaries.",0
"139","1997-12-06",1997,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Agence France Presse","Police fired tear gas to disperse nurses demonstration in Nairobi.",0
"140","1997-12-14",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kiambu","Thika Town","Kamenu","Thika",-1.05,37.083333,"BBC Monitoring Service: Africa","SDP supporters threatened to beat up KANU supporters before police intervened.",0
"141","1997-12-14",1997,"Battle-No change of territory","SDP: Social Democratic Party","Police Forces of Kenya (1978-2002)","Kenya","Kiambu","Thika Town","Kamenu","Thika",-1.05,37.083333,"BBC Monitoring Service: Africa","Police threw teargas canisters into a large group of SDP supporters holding a anti-Moi, pro-democracy in Central Province. The SDP crowd was threading to beat up KANU supporters.",0
"142","1997-12-19",1997,"Battle-No change of territory","Maasai Ethnic Militia (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Narok","Kilgoris","Kilgoris Central","Nyangosa",-0.93,34.85,"Reuters News","Nine police officers go missing and two are killed following their attempt to break up an ethnic clash between the Maasais and Kisiis.",2
"143","1997-12-19",1997,"Battle-No change of territory","Maasai Ethnic Militia (Kenya)","Kisii Ethnic Militia (Kenya)","Kenya","Narok","Kilgoris","Kilgoris Central","Nyangosa",-0.93,34.85,"Reuters News","Ethnic clash over land and livestock.",0
"144","1997-12-19",1997,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (Kenya)","Kenya","Kisii","Nyaribari Chache","Kisii Central","Kisii",-0.68333,34.766667,"The Guardian (UK)","A Presidential contender, Charity Ngilu, of NARC was tear gassed by police as she campaigned.",0
"145","1997-12-19",1997,"Violence against civilians","Maasai Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Narok","Kilgoris","Kilgoris Central","Nyangosa",-0.93,34.85,"Reuters News","Bystanders are killed as Maasai and Kissi youth battle over land the cattle.",0
"146","1997-12-20",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","NDP: National Development Party","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Reuters News","Two campaigners for the NDP were killed when they were attacked by unidentified youths.",2
"147","1997-12-21",1997,"Battle-No change of territory","KANU: Kenya African National Union","Safina Political Party","Kenya","Garissa","Garissa Township","Iftin","Garissa",-0.453568,39.646096,"BBC Monitoring Service: Africa","Ten sustained injuries when KANU supporters attacked a group of Safina (minor party, centre-left) political party supporters.",0
"148","1997-12-26",1997,"Battle-No change of territory","KANU: Kenya African National Union","Police Forces of Kenya (1978-2002)","Kenya","Homa Bay","Ndhiwa","Kanyamwa Kologi","Nyawita",-0.68333,34.41667,"Reuters News","Police used teargas to disperse battling youth campaigners.",0
"149","1997-12-26",1997,"Battle-No change of territory","NDP: National Development Party","Police Forces of Kenya (1978-2002)","Kenya","Homa Bay","Ndhiwa","Kanyamwa Kologi","Nyawita",-0.68333,34.41667,"Reuters News","Police used teargas to disperse battling youth campaigners.",0
"150","1997-12-26",1997,"Battle-No change of territory","NDP: National Development Party","KANU: Kenya African National Union","Kenya","Homa Bay","Ndhiwa","Kanyamwa Kologi","Nyawita",-0.68333,34.41667,"BBC Monitoring Service: Africa","Several are injured when NDP and KANU youths battle during respective campaigns.",0
"151","1997-12-27",1997,"Battle-No change of territory","KANU: Kenya African National Union","NDP: National Development Party","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"The Hamilton Spectator","KANU and NDPK supporters clash at a campaign rally.",0
"152","1997-12-28",1997,"Battle-No change of territory","Maasai Ethnic Militia (Kenya)","Kisii Ethnic Militia (Kenya)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Reuters News","Three are killed in ethnic-charged political violence south of Kisii.",3
